"comunidades","periodo","e_0","ex_6569","ex_8084"
"16 País Vasco",1988,76.612989,17.129556,7.057718
"16 País Vasco",1989,77.051474,17.507121,7.306749
"16 País Vasco",1990,76.828604,17.36361,7.229043
"16 País Vasco",1991,77.114589,17.849149,7.961813
"16 País Vasco",1992,77.658247,18.176578,8.073151
"16 País Vasco",1993,78.042794,18.21688,8.109338
"16 País Vasco",1994,78.353152,18.602734,8.356379
"16 País Vasco",1995,78.158507,18.468987,8.271546
"16 País Vasco",1996,78.186713,18.447926,8.210195
"16 País Vasco",1997,79.038593,18.737798,8.375329
"16 País Vasco",1998,78.998857,18.664108,8.324976
"16 País Vasco",1999,79.397291,18.782774,8.277406
"16 País Vasco",2000,79.607543,19.069682,8.526859
"16 País Vasco",2001,80.17558,19.334404,8.723222
"16 País Vasco",2002,80.159512,19.357487,8.681744
"16 País Vasco",2003,80.259133,19.327385,8.575669
"16 País Vasco",2004,80.783054,19.794408,8.826814
"16 País Vasco",2005,80.855976,19.715959,8.743393
"16 País Vasco",2006,81.485404,20.272224,9.23429
"16 País Vasco",2007,81.340818,20.262254,9.196293
"16 País Vasco",2008,81.741506,20.369896,9.265796
"16 País Vasco",2009,81.979304,20.584483,9.350245
"16 País Vasco",2010,82.420672,20.89963,9.537011
"16 País Vasco",2011,82.459487,20.986469,9.621453
"16 País Vasco",2012,82.751034,21.023397,9.639102
"16 País Vasco",2013,83.133078,21.421505,9.996652
"16 País Vasco",2014,83.346047,21.463553,10.050216
"16 País Vasco",2015,83.090653,21.307638,9.759302
"16 País Vasco",2016,83.430946,21.445587,9.968112
"16 País Vasco",2017,83.54337,21.508727,9.972798
"16 País Vasco",2018,83.649484,21.674563,10.08794
"16 País Vasco",2019,83.968916,21.906073,10.282371
"17 Rioja, La",1975,73.110967,15.095119,6.066195
"17 Rioja, La",1976,73.879321,15.170902,6.062135
"17 Rioja, La",1977,74.103078,15.033104,6.181847
"17 Rioja, La",1978,74.612265,15.660531,6.508338
"17 Rioja, La",1979,74.70647,15.690277,6.335155
"17 Rioja, La",1980,74.977098,15.988973,6.493697
"17 Rioja, La",1981,74.971161,15.682466,5.986759
"17 Rioja, La",1982,76.21895,16.441053,6.57321
"17 Rioja, La",1983,76.138774,16.648643,6.81345
"17 Rioja, La",1984,76.948067,16.857299,6.588316
"17 Rioja, La",1985,75.947428,16.933246,6.874825
"17 Rioja, La",1986,76.812844,17.093076,6.712502
"17 Rioja, La",1987,76.370105,17.181941,6.942084
"17 Rioja, La",1988,77.107218,17.529462,6.955528
"17 Rioja, La",1989,77.181739,17.611329,7.220904
"17 Rioja, La",1990,76.682605,17.227192,6.973551
"17 Rioja, La",1991,77.756054,18.144827,7.799694
"17 Rioja, La",1992,77.93918,18.439478,8.189138
"17 Rioja, La",1993,78.467001,18.37526,8.00277
"17 Rioja, La",1994,79.00857,18.730519,8.25206
"17 Rioja, La",1995,79.096071,18.669297,8.079682
"17 Rioja, La",1996,79.15637,18.808748,8.310029
"17 Rioja, La",1997,79.853183,19.210825,8.347245
"17 Rioja, La",1998,79.664053,19.025483,8.37285
"17 Rioja, La",1999,79.445838,18.911026,7.916335
"17 Rioja, La",2000,80.430667,19.371257,8.526608
"17 Rioja, La",2001,80.545551,19.958194,8.92518
"17 Rioja, La",2002,80.48261,19.670392,8.785606
"17 Rioja, La",2003,80.598079,19.585464,8.787411
"17 Rioja, La",2004,81.345509,20.11158,8.914299
"17 Rioja, La",2005,80.969422,20.017569,8.682967
"17 Rioja, La",2006,81.875004,20.47187,9.276374
"17 Rioja, La",2007,81.486702,20.185292,9.196416
"17 Rioja, La",2008,81.927706,20.653084,9.326418
"17 Rioja, La",2009,82.516607,20.852631,9.57323
"17 Rioja, La",2010,82.94618,20.904599,9.473373
"17 Rioja, La",2011,82.847579,20.931878,9.583272
"17 Rioja, La",2012,82.66037,20.825941,9.625165
"17 Rioja, La",2013,83.605425,21.612184,9.92047
"17 Rioja, La",2014,83.781087,21.690761,10.035989
"17 Rioja, La",2015,83.363505,21.359766,9.799002
"17 Rioja, La",2016,83.793588,21.590339,10.183417
"17 Rioja, La",2017,83.600185,21.76625,10.063548
"17 Rioja, La",2018,83.614825,21.41227,10.006297
"17 Rioja, La",2019,83.807336,21.789367,10.051457
"18 Ceuta",1975,70.350794,14.831939,NA
"18 Ceuta",1976,70.59203,13.95909,NA
"18 Ceuta",1977,71.598982,14.69573,NA
"18 Ceuta",1978,69.909989,13.593576,NA
"18 Ceuta",1979,70.946078,13.863087,NA
"18 Ceuta",1980,71.430111,14.001142,NA
"18 Ceuta",1981,72.853105,14.833605,NA
"18 Ceuta",1982,72.3503,13.876783,NA
"18 Ceuta",1983,73.169186,14.540664,NA
"18 Ceuta",1984,73.587141,14.929644,NA
"18 Ceuta",1985,72.30111,14.362399,NA
"18 Ceuta",1986,73.507701,15.518244,NA
"18 Ceuta",1987,74.41394,14.86538,NA
"18 Ceuta",1988,74.432472,15.44097,NA
"18 Ceuta",1989,74.504605,15.578538,NA
"18 Ceuta",1990,73.231249,15.227375,NA
"18 Ceuta",1991,74.798577,15.957641,7.135772
"18 Ceuta",1992,75.974379,16.187004,7.190989
"18 Ceuta",1993,75.739958,16.82506,7.900378
"18 Ceuta",1994,75.983501,16.443686,7.126563
"18 Ceuta",1995,75.880124,16.955237,8.112829
"18 Ceuta",1996,74.967357,16.903418,6.978243
"18 Ceuta",1997,76.035842,16.901393,7.223978
"18 Ceuta",1998,75.763818,16.570409,7.622587
"18 Ceuta",1999,76.207052,17.065983,7.59869
"18 Ceuta",2000,78.075219,17.525609,7.710793
"18 Ceuta",2001,77.946824,17.276851,7.319055
"18 Ceuta",2002,76.766846,16.961824,7.581496
"18 Ceuta",2003,77.575379,17.387293,8.122936
"18 Ceuta",2004,77.891091,17.588492,7.828899
"18 Ceuta",2005,77.948146,17.06691,7.660139
"18 Ceuta",2006,78.161319,18.088796,8.339773
"18 Ceuta",2007,77.915375,17.385796,7.35832
"18 Ceuta",2008,78.755512,17.932532,8.040736
"18 Ceuta",2009,78.092764,17.772544,7.575439
"18 Ceuta",2010,78.518994,18.237551,8.409172
"18 Ceuta",2011,79.429825,18.607509,8.001485
"18 Ceuta",2012,80.178851,18.486923,8.337681
"18 Ceuta",2013,79.383844,18.602943,8.153024
"18 Ceuta",2014,79.87981,19.072425,8.77166
"18 Ceuta",2015,80.269212,19.376656,8.336964
"18 Ceuta",2016,80.731291,19.372223,8.735733
"18 Ceuta",2017,79.308884,18.76525,8.357614
"18 Ceuta",2018,80.514018,19.46139,8.673387
"18 Ceuta",2019,80.552266,19.704377,9.150488
"19 Melilla",1975,73.378517,14.862171,NA
"19 Melilla",1976,73.077132,15.780452,NA
"19 Melilla",1977,73.334094,14.812269,NA
"19 Melilla",1978,71.929315,14.432483,NA
"19 Melilla",1979,72.628144,14.288192,NA
"19 Melilla",1980,73.898471,14.554213,NA
"19 Melilla",1981,74.54321,15.112192,NA
"19 Melilla",1982,74.548224,15.242646,NA
"19 Melilla",1983,74.710866,15.660584,NA
"19 Melilla",1984,74.532995,15.648314,NA
"19 Melilla",1985,74.686187,15.978499,NA
"19 Melilla",1986,74.621966,14.977317,NA
"19 Melilla",1987,75.543729,16.072921,NA
"19 Melilla",1988,73.677408,15.578798,NA
"19 Melilla",1989,74.938166,15.896223,NA
"19 Melilla",1990,74.565456,16.263709,NA
"19 Melilla",1991,76.118707,16.937801,7.270505
"19 Melilla",1992,78.142815,18.910499,8.721466
"19 Melilla",1993,76.240496,17.262883,8.27159
"19 Melilla",1994,75.203336,16.433587,7.829737
"19 Melilla",1995,76.253897,17.124969,7.912635
"19 Melilla",1996,77.21558,16.879995,7.821996
"19 Melilla",1997,76.160823,16.972796,8.406492
"19 Melilla",1998,75.266787,16.939125,7.28742
"19 Melilla",1999,77.135497,16.912283,8.129049
"19 Melilla",2000,76.874484,17.057097,7.404999
"19 Melilla",2001,77.404813,17.517268,8.35445
"19 Melilla",2002,77.305975,17.000461,7.399442
"19 Melilla",2003,77.179571,16.963242,7.832567
"19 Melilla",2004,77.662175,17.1422,7.823338
"19 Melilla",2005,78.527115,17.823133,8.437149
"19 Melilla",2006,78.214497,17.435564,7.634894
"19 Melilla",2007,78.776991,18.03625,7.70237
"19 Melilla",2008,78.413323,18.298993,8.134006
"19 Melilla",2009,80.559556,19.186847,8.451604
"19 Melilla",2010,81.127487,19.085897,8.455897
"19 Melilla",2011,79.931171,18.325421,8.401407
"19 Melilla",2012,80.300391,19.019328,8.521344
"19 Melilla",2013,80.35726,18.719329,8.325609
"19 Melilla",2014,80.059871,18.55079,8.164305
"19 Melilla",2015,79.93356,19.04996,8.615265
"19 Melilla",2016,80.487956,19.194997,8.780649
"19 Melilla",2017,80.27705,18.880149,8.420046
"19 Melilla",2018,80.219857,19.295487,8.450647
"19 Melilla",2019,80.707059,19.882039,8.857548
